pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
3957,NA,NA,NA,NA,Capability as a concept in advanced practice nursing and education: a scoping review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3958,NA,NA,NA,2021,Cerebral oximetry and preventing neurological complication post-cardiac surgery: a systematic review,European Journal of Cardio-Thoracic Surgery,NA,NA,NA,NA,NA,NA,NA,NA
3959,NA,NA,NA,2018,Context revisited: situations beyond our kin.,JBI Database of Systematic Reviews and Implementation Reports,NA,NA,NA,NA,NA,NA,NA,NA
3960,NA,NA,NA,2020,Defining and implementing early palliative care for persons diagnosed with a life-limiting chronic illness: a scoping review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3961,10.1139/apnm-2020-0564,NA,Article,2020,Development and application of an outcome-centric approach for conducting overviews of reviews,APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S151-S164,NA,NA,NA,NA,NA
3962,10.1139/apnm-2020-0251,NA,Review,2020,"Dissemination and implementation of national physical activity, sedentary behaviour, and/or sleep guidelines among community-dwelling adults aged 18 years and older: a systematic scoping review and suggestions for future reporting and research",APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S258-S283,NA,NA,NA,NA,NA
3963,NA,NA,NA,2022,"Dissemination and implementation strategies for physical activity guidelines among adults with disability, chronic conditions, and pregnancy: a systematic scoping review",BMC Public Health,NA,NA,NA,NA,NA,NA,NA,NA
3964,NA,NA,NA,2008,ebrary Reader and Medical Texts,Journal of electronic resources in medical libraries,NA,NA,NA,NA,NA,NA,NA,NA
3965,10.1007/s00520-012-1459-y,NA,Review,2012,Emergency department visits for symptoms experienced by oncology patients: a systematic review,Supportive Care in Cancer,20,8,1589-1599,NA,NA,NA,NA,NA
3966,NA,NA,NA,2022,Evidence synthesis–Sleep timing and health indicators in children and adolescents: a systematic review,NA,NA,NA,NA,NA,NA,NA,NA,NA
3967,NA,NA,NA,2022,Evidence synthesis–Timing of sedentary behaviour and access to sedentary activities in the bedroom and their association with sleep quality and duration in children and youth …,NA,NA,NA,NA,NA,NA,NA,NA,NA
3968,NA,NA,NA,2022,Experiences of birthing care during COVID-19: a systematic review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3969,NA,NA,NA,2014,Exploring conceptual and theoretical frameworks for Nurse Practitioner Education: A scoping review,JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
3970,NA,NA,NA,2015,Exploring conceptual and theoretical frameworks for nurse practitioner education: a scoping review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3971,NA,NA,NA,2015,Frailty indices as a predictor of postoperative outcomes: a systematic review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3972,10.1016/j.apnu.2013.03.001,NA,NA,2013,Frequent emergency department use by individuals seeking mental healthcare: a systematic search and review,Archives of psychiatric nursing,NA,4,171-178,NA,NA,NA,NA,NA
3973,NA,NA,NA,2021,Furthering cultural safety in kidney care within indigenous communities: a systematic and narrative review,Kidney Medicine,NA,NA,NA,NA,NA,NA,NA,NA
3974,NA,NA,NA,2022,Glial-modulating agents for the treatment of pain: protocol for a systematic review,BMJ open,NA,NA,NA,NA,NA,NA,NA,NA
3975,NA,NA,NA,2006,"Have MLS, Will Travel: NAFTA TN Visas and the Job Market",Journal of Hospital Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
3976,NA,NA,NA,2020,How is early palliative care defined and implemented for persons diagnosed with a life-limiting chronic illness: a scoping review protocol.,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3977,NA,NA,NA,NA,"International libraries. Have MLS, will travel: NAFTA TN visas and the job market.",NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,NA,NA,NA,2006,Internet Guide to Anti-aging and Longevity-Reviewed by Amanda Ross-White,COLAJ: Canadian Online Library and Archives Journal,NA,NA,NA,NA,NA,NA,NA,NA
3979,10.1186/s13643-019-1008-6,NA,Review,2019,Interventions to improve emergency department use for mental health reasons: protocol for a mixed-methods systematic review,Systematic Reviews,8,NA,NA,NA,NA,NA,NA,NA
3980,10.1111/hir.12185,NA,Review,2017,Is there an optimum number needed to retrieve to justify inclusion of a database in a systematic review search?,Health Information and Libraries Journal,34,3,217-224,NA,NA,NA,NA,NA
3981,NA,NA,NA,2022,JBI Series Paper 2: Tailored evidence synthesis approaches are required to answer diverse questions: a pragmatic evidence synthesis toolkit from JBI,Journal of clinical epidemiology,NA,NA,NA,NA,NA,NA,NA,NA
3982,NA,NA,NA,NA,Leadership and Management Principles in Libraries in Developing Countries,NA,NA,NA,NA,NA,NA,NA,NA,NA
3983,NA,NA,NA,2016,Librarian involvement in systematic reviews at Queen’s University: an environmental scan,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
3984,NA,NA,NA,2010,Library science experience with systematic reviews for practice and guideline panels,JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
3985,NA,NA,NA,2010,Library science role in facilitating question development,JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
3986,NA,NA,NA,2021,Measures of movement and mobility used in clinical practice and research: a scoping review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3987,NA,NA,NA,2018,Measures of movement and mobility used in clinical practice and research: a scoping review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3988,NA,NA,NA,2014,Measuring competence in healthcare learners and healthcare professionals by comparing self-assessment with objective structured clinical examinations: A systematic review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3989,NA,NA,NA,2013,Measuring competence in healthcare professionals: A systematic review comparing self-assessment with Objective Structured Clinical Examinations (OSCEs),JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
3990,NA,NA,NA,2017,Nursing student patient safety errors in the practice domain: a scoping review protocol of the quantitative and qualitative evidence,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3991,NA,NA,NA,2022,Organ donation after medical assistance in dying: a scoping review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3992,NA,NA,NA,NA,Original Investigation Predatory publications in evidence syntheses,NA,NA,NA,NA,NA,NA,NA,NA,NA
3993,NA,NA,NA,2021,Overview and Diagnostic Accuracy of Near Infrared Spectroscopy in Carotid Endarterectomy: A Systematic Review and Meta-analysis,European Journal of Vascular and Endovascular Surgery,NA,NA,NA,NA,NA,NA,NA,NA
3994,NA,NA,NA,2014,Patient and family member perspectives of encountering adverse events in health care: a systematic review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3995,NA,NA,NA,2011,Patient Safety Culture in Rural Hospitals: A Systematic Review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3996,NA,NA,NA,2022,"Perceptions, experiences, and attitudes of health care professionals regarding the role of librarians in fostering evidence-based health practice: a systematic review protocol",JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
3997,10.1136/bmjopen-2015-007685,NA,Article,2015,Positive and negative behaviours in workplace relationships: a scoping review protocol,BMJ Open,5,2,NA,NA,NA,NA,NA,NA
3998,NA,NA,NA,2015,Positive and negative behaviours in workplace relationships: a scoping review protocol,BMJ open,107,1,57-61,NA,NA,NA,NA,NA
3999,10.5195/jmla.2019.491,NA,Article,2019,Predatory publications in evidence syntheses,Journal of the Medical Library Association,107,1,57-61,NA,NA,NA,NA,NA
4000,NA,NA,NA,2014,Prevalence of chronic pain and related risk factors in military veterans: A systematic review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4001,NA,NA,NA,2014,Prevalence of chronic pain and related risk factors in military veterans: a systematic review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4002,NA,NA,NA,2022,Quality improvement tools to manage deceased organ donation processes: A scoping review protocol,Nurse Education in Practice,NA,NA,NA,NA,NA,NA,NA,NA
4003,10.1111/nep.13448,NA,Review,2019,Quantifying cognitive dysfunction across the spectrum of end-stage kidney disease: A systematic review and meta-analysis,Nephrology,24,1,5-16,NA,NA,NA,NA,NA
4004,10.1177/0885066618807399,NA,Review,2019,Relationship Between Near-Infrared Spectroscopy-Derived Cerebral Oxygenation and Delirium in Critically Ill Patients: A Systematic Review,Journal of Intensive Care Medicine,34,6,514-520,NA,NA,NA,NA,NA
4005,10.1139/apnm-2020-0245,NA,Review,2020,Resistance training and health in adults: an overview of systematic reviews,APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S165-S179,NA,NA,NA,NA,NA
4006,NA,NA,NA,2013,Safety in home care: a mapping review of the international literature,International Journal of Evidence‐Based Healthcare,NA,NA,NA,NA,NA,NA,NA,NA
4007,NA,NA,NA,2012,Safety in homecare-what do we know?: a systematic review,JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
4008,NA,NA,NA,2021,Search is a verb: systematic review searching as invisible labor,Journal of the Medical Library Association: JMLA,NA,NA,NA,NA,NA,NA,NA,NA
4009,10.1139/apnm-2020-0272,NA,Review,2020,Sedentary behaviour and health in adults: an overview of systematic reviews,APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S197-S217,NA,NA,NA,NA,NA
4010,NA,NA,NA,2010,Self‐care‐related safety for seniors living at home: a systematic review,The JBI Database of Systematic Reviews and Implementation Reports,NA,NA,NA,NA,NA,NA,NA,NA
4011,NA,NA,NA,2021,Should I include studies from “predatory” journals in a systematic review? Interim guidance for systematic reviewers,JBI evidence synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4012,10.1139/apnm-2020-0034,NA,Review,2020,Sleep duration and health in adults: an overview of systematic reviews,APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S218-S231,NA,NA,NA,NA,NA
4013,NA,NA,NA,2022,Sleep timing and health indicators in children and adolescents: a systematic review,"Health Promotion and Chronic Disease Prevention in Canada: Research, Policy …",NA,NA,NA,NA,NA,NA,NA,NA
4014,10.1139/apnm-2020-0032,NA,Review,2020,"Sleep timing, sleep consistency, and health in adults: a systematic review",APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,45,10,S232-S247,NA,NA,NA,NA,NA
4015,NA,NA,NA,2022,"Systematic Review and Meta-analysis on the Incidence, Prevalence and Determinants of Discomfort in Inflammatory Bowel Disease",Journal of the Canadian Association of Gastroenterology,NA,NA,NA,NA,NA,NA,NA,NA
4016,NA,NA,NA,2020,The Effect of Endotracheal Intubation Checklists: A Systematic Review,Chest,NA,NA,NA,NA,NA,NA,NA,NA
4017,NA,NA,NA,2012,"The incidence, prevalence and contributing factors associated with the occurrence of medication errors for children and adults in the community",JBI Evidence Implementation,NA,NA,NA,NA,NA,NA,NA,NA
4018,NA,NA,NA,2012,"The incidence, prevalence and contributing factors associated with the occurrence of medication errors for children and adults in the community setting: A systematic review",JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4019,NA,NA,NA,2021,The needs of gynecological cancer survivors at the end of primary treatment: A scoping review and proposed model to guide clinical discussions,Patient Education and Counseling,NA,NA,NA,NA,NA,NA,NA,NA
4020,NA,NA,NA,2022,The Use of Near-Infrared Spectroscopy and/or Transcranial Doppler as Non-Invasive Markers of Cerebral Perfusion in Adult Sepsis Patients With Delirium: A Systematic Review,Journal of intensive care medicine,NA,NA,NA,NA,NA,NA,NA,NA
4021,NA,NA,NA,2009,Theoretical models or frameworks that address the process of synthesis: a scoping review,The JBI Database of Systematic Reviews and Implementation Reports,NA,NA,NA,NA,NA,NA,NA,NA
4022,NA,NA,NA,2006,Third Evidence-Based Librarianship Conference,Journal of Hospital Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
4023,NA,NA,NA,2022,Timing of sedentary behaviour and access to sedentary activities in the bedroom and their association with sleep quality and duration in children and youth: a systematic review,"Health Promotion and Chronic Disease Prevention in Canada: Research, Policy …",NA,NA,NA,NA,NA,NA,NA,NA
4024,NA,NA,NA,2013,Towards a conceptual consensus of continuity in mental healthcare: Focused literature search and theory analysis,International Journal of Evidence‐Based Healthcare,NA,NA,NA,NA,NA,NA,NA,NA
4025,NA,NA,NA,2012,Transforming self-the experience of living with another's heart: A systematic review of qualitative evidence on adult heart transplantation,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4026,NA,NA,NA,2021,Use and effects of implementation strategies for practice guidelines in nursing: a systematic review,Implementation Science,NA,NA,NA,NA,NA,NA,NA,NA
4027,NA,NA,NA,2010,Utilisation of theoretical models and frameworks in the process of evidence synthesis,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4028,NA,NA,NA,2016,Weakness in the evidence base: latent problems to consider and solutions for improvement,Patient Safety,NA,NA,NA,NA,NA,NA,NA,NA
4029,10.1213/ANE.0000000000002705,NA,Review,2018,Bias in Before-After Studies: Narrative Overview for Anesthesiologists,Anesthesia and Analgesia,126,5,1755-1762,NA,NA,NA,NA,NA
4030,NA,NA,journal-article,2008,Book Review: Using Interactive Technologies in Libraries,Library Resources & Technical Services,NA,NA,NA,NA,NA,NA,NA,NA
4031,NA,NA,journal-article,2020,Boredom and homelessness: A scoping review,Journal of Occupational Science,NA,NA,NA,NA,NA,NA,NA,NA
4032,10.1111/hsc.13030,NA,Review,2020,Effectiveness of interventions targeting community integration among individuals with lived experiences of homelessness: A systematic review,Health & Social Care in the Community,28,6,1843-1862,NA,NA,NA,NA,NA
4033,10.5014/ajot.2019.73S1-PO2002,NA,Meeting Abstract,2019,Occupational Experience and Homelessness: A Systematic Review and Meta-Aggregation,American Journal of Occupational Therapy,73,4,NA,NA,NA,NA,NA,NA
4034,10.1080/11038128.2019.1689292,NA,Review,2020,Occupational experiences of homelessness: A systematic review and meta-aggregation,Scandinavian Journal of Occupational Therapy,27,6,394-407,NA,NA,NA,NA,NA
4035,NA,NA,journal-article,2011,"Scary, Exciting or Something In-Between: How Do Next Generation Academic Librarians Perceive Institutional Change?",NA,NA,NA,NA,NA,NA,NA,NA,NA
4036,10.5860/lrts.52n4.264.2,NA,Book Review,2008,Using Interactive Technologies in Libraries,Library Resources & Technical Services,52,4,264,NA,NA,NA,NA,NA
4037,NA,NA,journal-article,2017,A Quest to Survey Library and University Press Collaborations in Canada: A Case Study in Research Approach and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,NA,NA,dissertation-thesis,2001,An investigation into the non-borrowing use of public library services,"University of Sheffield, Department of Information Studies",NA,NA,NA,NA,NA,NA,NA,NA
4039,NA,NA,journal-article,2020,Another piece of the Zika puzzle: assessing the associated factors to microcephaly in a systematic review and meta-analysis,BMC public health,NA,1,NA,NA,NA,NA,NA,NA
4040,NA,NA,journal-article,2021,Appraisal of multivariable prognostic models for post-operative liver decompensation following partial hepatectomy: a systematic review,HPB,NA,NA,NA,NA,NA,NA,NA,NA
4041,NA,NA,journal-article,2020,Are we family? A scoping review of how military families are defined in mental health and substance use research,"Journal of Military, Veteran and Family Health",NA,NA,NA,NA,NA,NA,NA,NA
4042,10.1016/j.giq.2009.12.004,NA,Article,2010,Can the government really help? Online information for women experiencing violence,Government Information Quarterly,27,2,170-176,NA,NA,NA,NA,NA
4043,NA,NA,journal-article,2020,Characteristics and Effectiveness of dedicated care programs for patients starting dialysis: a systematic review,Kidney,NA,NA,NA,NA,NA,NA,NA,NA
4044,10.1186/s13643-021-01583-y,NA,Article,2021,Considerations for conducting systematic reviews: evaluating the performance of different methods for de-duplicating references,Systematic Reviews,10,1,NA,NA,NA,NA,NA,NA
4045,10.1089/jpm.2020.0060,NA,Review,2020,Continuing Professional Development for Primary Care Providers in Palliative and End-of-Life Care: A Systematic Review,Journal of Palliative Medicine,23,8,1104-1124,NA,NA,NA,NA,NA
4046,NA,NA,journal-article,2021,Editor's Message,Journal of the Canadian Health Libraries Association / Journal de l'Association des bibliothèques de la santé du Canada,NA,NA,NA,NA,NA,NA,NA,NA
4047,NA,NA,journal-article,2021,Embracing the value of research data: introducing the JCHLA/JABSC Data Sharing Policy,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
4048,10.1093/humupd/dmaa033,NA,Review,2021,Endometriosis recurrence following post-operative hormonal suppression: a systematic review and meta-analysis,Human Reproduction Update,27,1,96-107,NA,NA,NA,NA,NA
4049,10.5195/jmla.2017.201,NA,Article,2017,Evaluation of hospital staff's perceived quality of librarian-mediated literature searching services,Journal of the Medical Library Association,105,2,120-131,NA,NA,NA,NA,NA
4050,NA,NA,journal-article,2021,Experience of children growing up with a parent who has military-related post-traumatic stress disorder,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4051,NA,NA,journal-article,2018,Experiences of children exposed to parental post-traumatic stress disorder while growing up in military and veteran families,JBI Database of Systematic Reviews and Implementation Reports,NA,NA,NA,NA,NA,NA,NA,NA
4052,NA,NA,NA,2018,Experiences of children exposed to parental post-traumatic stress disorder while growing up in military and veteran families: a systematic review protocol,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4053,NA,NA,journal-article,2018,Humanization of critical care—psychological effects on healthcare professionals and relatives: a systematic review,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,65,12,1348-1371,NA,NA,NA,NA,NA
4054,NA,NA,NA,2009,Is Information Enough? eGovernment and the Information Response for Women Experiencing Domestic Violence,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
4055,NA,NA,journal-article,2021,"JCHLA/JABSC editorial policies and practices to address systemic racism and improve equity, diversity, and inclusion",Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
4056,NA,NA,NA,2019,Long Term Outcomes of Post-Operative Hormonal Suppression in Patients with Endometriosis: A Systematic Review and Meta-Analysis,Journal of Minimally Invasive Gynecology,NA,NA,NA,NA,NA,NA,NA,NA
4057,NA,NA,NA,2019,Mapping Psilocybin-Assisted Therapies: A Scoping Review,medRxiv,NA,NA,NA,NA,NA,NA,NA,NA
4058,NA,NA,journal-article,2020,PRISMA guideline compliance is imperative for systematic review appraisal,Canadian journal of kidney health and disease,NA,NA,NA,NA,NA,NA,NA,NA
4059,NA,NA,journal-article,2021,Systematic review support received and needed by researchers: a survey of libraries supporting Ontario medical schools,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
4060,10.3390/nu12102909,NA,Review,2020,Vitamin K Supplementation for the Prevention of Cardiovascular Disease: Where Is the Evidence? A Systematic Review of Controlled Trials,Nutrients,12,10,NA,NA,NA,NA,NA,NA
4061,NA,NA,NA,2019,""" PERFORMANCE OF SOFT CLAY STABILIZATION USING GEOCELLS UNDER SHALLOW FOOTINGS",Engineering Research Journal,NA,NA,NA,NA,NA,NA,NA,NA
4062,NA,NA,NA,2019,A Novel Synthesis Of Fused Pyrazolopyrimidine: Pyrazolo-Triazolo-Pyrimidine For Anticancer Evalution.,INTERNATIONAL JOURNAL OF ADVANCED RESEARCH AND PUBLICATIONS,NA,NA,NA,NA,NA,NA,NA,NA
4063,NA,NA,dissertation-thesis,2012,Collaborative Information Behaviour in Learning Tasks: A Study of Engineering Students,McGill University,NA,NA,NA,NA,NA,NA,NA,NA
4064,NA,NA,NA,2011,Collaborative information behaviour in undergraduate group projects: A study of engineering students,Proceedings of the American Society for Information Science and Technology …,NA,NA,NA,NA,NA,NA,NA,NA
4065,NA,NA,NA,2012,Collaborative Information Behaviour of Engineering Students,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
4066,NA,NA,NA,2011,Collaborative information behaviour of engineering students in a senior design group project: A pilot study,NA,NA,NA,NA,NA,NA,NA,NA,NA
4067,NA,NA,NA,2013,Collaborative Information Behaviour of Engineering Students in Group-Based Design Projects,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4068,NA,NA,NA,2010,Do E-books offer Enhanced Learning Experiences for Engineering Students?,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4069,NA,NA,NA,2007,EFFECT OF FLUID VISCOSITY ON CLAY BEHAVIOR,"ASCE V International Symposium on Environmental Hydrology, Cairo",NA,NA,NA,NA,NA,NA,NA,NA
4070,NA,NA,NA,2011,Engineering graduate attribute development (EGAD) project,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4071,NA,NA,NA,2014,Environmental impact assessment of abundant lead landfill on groundwater and soil quality,Int Water Technol J,NA,NA,NA,NA,NA,NA,NA,NA
4072,NA,NA,NA,2001,Experimental evaluation of soil-geotextile interface friction properties.,Journal of Engineering and Applied Science,NA,NA,NA,NA,NA,NA,NA,NA
4073,NA,NA,journal-article,2013,Exploring the Collaborative Information Behaviour of Engineering Students: a Pilot Study Design,Proceedings of the Annual Conference of CAIS/Actes  …,NA,NA,NA,NA,NA,NA,NA,NA
4074,NA,NA,NA,2012,From# tahrir to# occupywallstreet: How Can Information Science Make Sense of Social Media and Protests?,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
4075,NA,NA,NA,2016,Geo-Spatial Tool for the Assessment Offshore Pile Driving Noise Effects on Marine Mammals,Egyptian Journal for Engineering Sciences and Technology,NA,NA,NA,NA,NA,NA,NA,NA
4076,NA,NA,NA,2010,"GREENR (Global Reference on the Environment, Energy, and Natural Resources)",Issues in Science and Technology Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
4077,NA,NA,NA,2014,Highland Lake Workshop Conversations about Critical Action,"International Journal of Engineering, Social Justice, and Peace",NA,NA,NA,NA,NA,NA,NA,NA
4078,NA,NA,NA,2011,Information literacy in CEAB's accreditation criteria: the hidden attribute,Canadian Design Engineering Network,NA,NA,NA,NA,NA,NA,NA,NA
4079,NA,NA,journal-article,2011,INFORMATION LITERACY IN CEAB'S ACCREDITATION CRITERIA: THE HIDDEN ATTRIBUTEINFORMATION LITERACY IN CEAB'S ACCREDITATION CRITERIA:,Proceedings of the Canadian Engineering  …,NA,NA,NA,NA,NA,NA,NA,NA
4080,NA,NA,NA,2021,Integrated method for rice cultivation monitoring using Sentinel-2 data and Leaf Area Index,The Egyptian Journal of Remote Sensing and Space Science,NA,NA,NA,NA,NA,NA,NA,NA
4081,NA,NA,NA,2013,Integrating information literacy in the Engineering curriculum: A program approach,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4082,NA,NA,journal-article,2010,International Librarianship: What Can We Do Here in Canada?,Feliciter,NA,NA,NA,NA,NA,NA,NA,NA
4083,NA,NA,NA,2011,Investigating collaborative information behaviour in undergraduate educational setting: A position paper,A paper presented at ASIST,NA,NA,NA,NA,NA,NA,NA,NA
4084,NA,NA,NA,2008,Investigating collaborative information seeking practice of design engineering students,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4085,NA,NA,journal-article,2009,MineWiki: The use of wiki technology as a tool in a senior mine design course,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4086,NA,NA,NA,2009,On the challenges of implementing Library 2.0 services: A (diverse) panel discussion,Proceedings of the American Society for Information Science and Technology …,NA,NA,NA,NA,NA,NA,NA,NA
4087,NA,NA,NA,2008,Re-designing the library for design engineering,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4088,NA,NA,NA,2010,Students’ conceptions of life-long learning: An exploratory study,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4089,NA,NA,journal-article,2009,The Digital Divide and Social Justice,Feliciter,NA,NA,NA,NA,NA,NA,NA,NA
4090,NA,NA,NA,NA,Work In Progress: How Engineering Students Collaboratively Seek Information in a Design Engineering Course?,Canadian Design Engineering Network (CDEN),NA,NA,NA,NA,NA,NA,NA,NA
4091,NA,NA,NA,2009,Work In Progress: How Engineering Students Collaboratively Seek Information in an Engineering Design Course?,Proceedings of the Canadian Engineering Education Association (CEEA),NA,NA,NA,NA,NA,NA,NA,NA
4092,https://doi.org/10.1080/01639370903203234,NA,journal-article,2009,Preparing Catalogers for RDA Training,Cataloging & Classification Quarterly,47,8,691-707,https://openalex.org/W2054440461,NA,NA,NA,NA
4093,NA,NA,NA,2021,A taxonomy of perceptual effects of orchestration related to auditory grouping principles,Manuscript in preparation,NA,NA,NA,NA,NA,NA,NA,NA
4094,NA,NA,conference-paper,2013,Acoustic and musical features of emotional response to orchestral gestures,Proceedings of Meetings on Acoustics ICA,NA,NA,NA,NA,NA,NA,NA,NA
4095,10.1525/MP.2016.34.1.1,NA,journal-article,2016,"Analysis, performance, and tension perception of an unmeasured prelude for harpsichord",Music Perception: An Interdisciplinary Journal,NA,NA,NA,NA,NA,NA,NA,NA
4096,NA,NA,NA,2009,Communicating voice emphasis in harpsichord performance,ESCOM,NA,NA,NA,NA,NA,NA,NA,NA
4097,NA,NA,other,2020,"Dataverse for the Canadian Research Community: Developing reusable and scalable tools for data deposit, curation, and sharing",Zenodo,NA,NA,NA,NA,NA,NA,NA,NA
4098,NA,NA,journal-article,2017,Digital Music Libraries: Librarian Perspectives and the Challenges Ahead,CAML Review/Revue de l'ACBM,NA,NA,NA,NA,NA,NA,NA,NA
4099,10.1177/1029864917704033,NA,Article,2019,Exploring emotional responses to orchestral gestures,Musicae Scientiae,23,1,25-49,NA,NA,NA,NA,NA
4100,NA,NA,NA,2008,Formal structures in the solo keyboard music of JC Bach and their influence on Mozart,NA,NA,NA,NA,NA,NA,NA,NA,NA
4101,NA,NA,NA,2019,Integrating Dataverse and Archivematica for Research Data PreservatIon,iPres,NA,NA,NA,NA,NA,NA,NA,NA
4102,NA,NA,journal-article,2016,Linking melodic expectation to expressive performance timing and perceived musical tension,Journal of Experimental Psychology: Human Perception and Performance,42,4,594-609,NA,NA,NA,NA,NA
4103,NA,NA,book,2017,Musical structure: Sound and timbre,The Routledge companion to music cognition,NA,NA,NA,NA,NA,NA,NA,NA
4104,NA,NA,NA,2016,Orchestral gestures: Music-theoretical perspectives and emotional responses,McGill University (Canada),NA,NA,NA,NA,NA,NA,NA,NA
4105,NA,NA,NA,2018,Perceptual processes in orchestration,The Oxford Handbook of Timbre,NA,NA,NA,NA,NA,NA,NA,NA
4106,NA,NA,NA,NA,Predicting expressive timing and perceived tension in performances of an unmeasured prelude using the IDyOM model,NA,NA,NA,NA,NA,NA,NA,NA,NA
4107,NA,NA,NA,NA,Sound and Timbre,NA,NA,NA,NA,NA,NA,NA,NA,NA
4108,NA,NA,journal-article,2017,Sustainability engineering collection assessment: A mixed-method analysis,Science & Technology Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4109,NA,NA,NA,2011,"Scary, Exciting or Something In-Between: How Do Next Generation Academic Librarians Perceive Institutional Change?",NA,NA,NA,NA,NA,NA,NA,NA,NA
4110,NA,NA,book-chapter,2020,An Overview of the Open Access Movement in Canada,"Open Praxis, Open Access: Digital Scholarship in Action",NA,NA,NA,NA,NA,NA,NA,NA
4111,NA,NA,journal-article,2021,Canadian Collaborations: Library Communications and Advocacy in the time COVID-19,Journal of Copyright in Education & Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
4112,NA,NA,NA,2017,CARL Submission to the Consultation on Options for Reform of the Copyright Board of Canada,CARL: Canadian Association of Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
